id,question,content,url
/government/news/baroness-warsi-a-fantastic-few-days-in-pakistan,Should this be retagged from its current taxon to this suggested one?,"<h2 class='inline'>Baroness Warsi: “A fantastic few days in Pakistan”</h2><a class='inline' href='https://www.gov.uk/government/news/baroness-warsi-a-fantastic-few-days-in-pakistan' target='_blank'>Link to page</a><h4>Move from: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><h4>Move to: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><a class='tab' target='_blank' href='https://content-tagger.staging.publishing.service.gov.uk/taxons/3dbeb4a3-33c0-4bda-bd21-b721b0f8736f/tagged_content'>Other content tagged to it</a><h4>Currently tagged to</h4><p class='tab'>Going and being abroad > British nationals overseas</p><h4>Description</h4><p>Baroness Sayeeda Warsi gave a keynote speech at Fatima Jinnah University.</p><h4>Body</h4><p><div class=""govspeak""><p>On the third day of her first visit to Pakistan as Britain’s first female Muslim Cabinet Minister, Baroness Sayeeda Warsi (Chairman of the UK Conservative Party and Cabinet Minister without Portfolio) gave a <a rel=""external"" href=""http://ukinpakistan.fco.gov.uk/en/news/?view=Speech&amp;id=22576418"">keynote speech</a> at Fatima Jinnah University in Rawalpindi.</p><br/><br/><p><img src=""http://www.flickr.com/slideShow/index.gne?group_id=_groupid_&amp;user_id=ukinpakistan&amp;set_id=72157624545049506"" alt=""iframe: ""></p><br/><br/><p>At an event organised by the Ministry of Women’s Development and hosted by Fatima Jinnah University, Baroness Warsi took part in a panel discussion on the theme of “Women and Leadership”.</p><br/><br/><p>The panel, moderated by broadcaster Saima Mohsin, comprised of the Adviser to the Prime Minister on Social Affairs, Shahnaz Wazir Ali; the Adviser to the Prime Minister on Women’s Development Yasmeen Rehman; the Vice-Chancellor of Fatima Jinnah Womens University Mrs Saeeda Asadullah Khan; Dr Shahla Javed Aslam, Chairwoman of Chamber of Commerce; and Ms Nasreen Azar, Co-Chair of the National Commission for the Status of Women.</p><br/><br/><p>Baroness Warsi said:</p><br/><br/><p>“I have had a fantastic few days in Pakistan.  Everywhere I have been, people have given me an amazingly warm welcome.</p><br/><br/><p>“Of course it is great that a woman, a Muslim, whose family originated in Pakistan can get into the British Cabinet.  But it’s wrong to think of this as somehow exceptional and, to the extent that it is exceptional, it shouldn’t be.</p><br/><br/><p>“We need to give women the skills, knowledge and confidence they need to stand up for themselves.  We need to give women the power to sweep away all those cultural stigmas and chauvinistic laws which suffocate them.  And for me: that boils down to one thing - education”</p><br/></div></p>",
/government/news/the-prince-of-wales-wishes-iit-delhi-a-happy-birthday,Should this be retagged from its current taxon to this suggested one?,"<h2 class='inline'>The Prince of Wales wishes IIT Delhi a Happy Birthday</h2><a class='inline' href='https://www.gov.uk/government/news/the-prince-of-wales-wishes-iit-delhi-a-happy-birthday' target='_blank'>Link to page</a><h4>Move from: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><h4>Move to: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><a class='tab' target='_blank' href='https://content-tagger.staging.publishing.service.gov.uk/taxons/3dbeb4a3-33c0-4bda-bd21-b721b0f8736f/tagged_content'>Other content tagged to it</a><h4>Currently tagged to</h4><p class='tab'>Going and being abroad > British nationals overseas</p><h4>Description</h4><p>Prince Charles met a number of scientists during the Golden Jubilee celebration of IIT, Delhi.</p><h4>Body</h4><p><div class=""govspeak""><p>His Royal Highness, the Prince of Wales attended a reception at the British High Commission on 2 October to celebrate the Golden Jubilee of the Indian Institute of Technology in Delhi.</p><br/><br/><p>The theme of the reception was one of partnership and of continuity.</p><br/><br/><p>Prince Charles met a number of IIT Delhi scientists who are working on major projects with UK universities in areas of environmental importance. He also spoke to a long serving member of IIT faculty about the strong links between IIT Delhi and UK institutions that have existed ever since the laying of the foundation stone of IIT Delhi by HRH, The Duke of Edinburgh in 1959. Both recalled the Prince’s last visit to IIT Delhi in 1980.</p><br/><br/><p>Prince Charles was also able to meet with some IIT students and discuss with them their experience of studying at such a world-renowned institute. He presented a renovated version of the British High Commission Trophy to the 2010 winners, Jawalamukhi House - an honour which has been bestowed on the best IIT Hostel since 1968.</p><br/></div></p>",
/government/news/olympic-roundup-wednesday-8-august,Should this be retagged from its current taxon to this suggested one?,"<h2 class='inline'>Olympic Roundup - Wednesday 8 August</h2><a class='inline' href='https://www.gov.uk/government/news/olympic-roundup-wednesday-8-august' target='_blank'>Link to page</a><h4>Move from: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><h4>Move to: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><a class='tab' target='_blank' href='https://content-tagger.staging.publishing.service.gov.uk/taxons/3dbeb4a3-33c0-4bda-bd21-b721b0f8736f/tagged_content'>Other content tagged to it</a><h4>Currently tagged to</h4><p class='tab'>Going and being abroad > British nationals overseas</p><h4>Description</h4><p>Today's look at Foreign Office activity and the events taking place in and around the London 2012 Olympic Games.</p><h4>Body</h4><p><div class=""govspeak""><ul><br/>  <li>Minister for the Caribbean, <strong>Henry Bellingham</strong>, has attended the <a rel=""external"" href=""http://www.fco.gov.uk/en/news/latest-news/?view=News&amp;id=798290582"">CARIFORUM-EU Business Forum</a> organised by the Caribbean Export Development Agency. The Minister participated in a panel discussion on “Investment Opportunities within the Caribbean and Europe.”<br/>    <ul><br/>      <li>Foreign Office Minister <strong>Jeremy Browne</strong> <a rel=""external"" href=""http://www.fco.gov.uk/en/news/latest-news/?view=News&amp;id=798246982"">has met His Royal Highness The Crown Prince of Tonga</a>.</li><br/>      <li>In pictures: Foreign Office Minister <strong>Jeremy Browne</strong> <a rel=""external"" href=""http://www.flickr.com/photos/foreignoffice/7738825620/in/photostream"">visits the Velodrome with the Australian Sports Minister</a>.</li><br/>      <li><br/>        <p><strong>Lord Howell</strong> attended the <a rel=""external"" href=""http://www.ukti.gov.uk/export/sectors/globalsportsprojects/britishbusinessembassy/item/314160.html"">Global Business Summit on Energy</a> at the British Business Embassy at Lancaster House on 6 and 7 August. As well as meeting representatives of energy companies keen to invest in the UK’s energy sector, Lord Howell discussed bilateral investment and wider energy security issues with the Deputy Energy Minister of Ukraine, Mr Volodymyr Makukha. Addressing delegates on the second day of the conference, Lord Howell said, “We face two major energy revolutions - the green one and the new oil and gas technology one. The UK is fully equipped to supply both.”</p><br/>      </li><br/>      <li>The <strong>British Business Embassy</strong> is hosting a Global Business Summit on Infrastructure, which will bring together business leaders from across the world to debate emerging trends, examine best practice and identify opportunities in across infrastructure sectors - Construction, Water, Airports and Rail. The summit is being <a rel=""external"" href=""http://www.youtube.com/user/UKTIWeb"">streamed live on the UKTI YouTube channel</a><br/></li><br/>    </ul><br/>  </li><br/></ul><br/></div></p>",
/government/news/we-are-recruiting-lawyers,Should this be retagged from its current taxon to this suggested one?,"<h2 class='inline'>We are recruiting lawyers</h2><a class='inline' href='https://www.gov.uk/government/news/we-are-recruiting-lawyers' target='_blank'>Link to page</a><h4>Move from: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><h4>Move to: <p class='tab'>Going and being abroad > Living abroad</p></h4><a class='tab' target='_blank' href='https://content-tagger.staging.publishing.service.gov.uk/taxons/d956c72a-246d-4787-af39-00bf58b2ea66/tagged_content'>Other content tagged to it</a><h4>Currently tagged to</h4><p class='tab'>Going and being abroad > British nationals overseas</p><h4>Description</h4><p>We are recruiting lawyers to work in our Litigation Group and Advisory Divisions</p><h4>Body</h4><p><div class=""govspeak""><p>The Treasury Solicitor’s Department is recruiting for qualified lawyers to work in a number of positions. We are looking for experienced and newly qualified lawyers to work in our Litigation Group and a number of our Advisory Divisions. We also welcome applications from those who expect to qualify shortly.</p><br/><br/><p><a href=""https://www.gov.uk/government/news/vacancies-for-lawyers-in-the-treasury-solicitors-department"">Click here for further information and to apply</a></p><br/><br/><p>Closing date: Wednesday 29 October 2014 at midday</p><br/></div></p>",
/government/news/england-ready-willing-and-able-to-deliver-world-cup-in-2018,Should this be retagged from its current taxon to this suggested one?,"<h2 class='inline'>England ""ready, willing and able"" to deliver World Cup in 2018</h2><a class='inline' href='https://www.gov.uk/government/news/england-ready-willing-and-able-to-deliver-world-cup-in-2018' target='_blank'>Link to page</a><h4>Move from: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><h4>Move to: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><a class='tab' target='_blank' href='https://content-tagger.staging.publishing.service.gov.uk/taxons/3dbeb4a3-33c0-4bda-bd21-b721b0f8736f/tagged_content'>Other content tagged to it</a><h4>Currently tagged to</h4><p class='tab'>Going and being abroad > British nationals overseas</p><h4>Description</h4><p>Prime Minister David Cameron meets FIFA President Sepp Blatter to discuss England's bid.</p><h4>Body</h4><p><div class=""govspeak""><p>During his meeting with FIFA President Sepp Blatter in Downing Street on 13 October Prime Minister David Cameron said England is “ready, willing and able to deliver the best World Cup ever and the best legacy ever” if the bid is successful.</p><br/><br/><p>The Prime Minister stressed England’s bid had the “highest level of Government backing” and the Government was working to strengthen the bid on a day to day basis.</p><br/><br/><p>He argued that England is well prepared to host the World Cup with stadiums, transport links and infrastructure in place and said England’s strength lay in “its people” who had been instrumental in kicking racism right out of football.</p><br/><br/><p>FIFA’s Executive Committee will select the hosts for the 2018 and 2022 tournaments in December.</p><br/><br/><p>The Foreign Office is working closely with the bidding company, England 2018, in support of the bid. Our Embassies and other posts around the world are actively engaged in the campaign and are committed to winning the right to host this prestigious competition for England.</p><br/><br/><p>A World Cup in England is predicted to attract 3 million international visitors who will contribute over £3 billion to the UK economy.</p><br/></div></p>",
/government/news/get-fit-for-ski,Should this be retagged from its current taxon to this suggested one?,"<h2 class='inline'>Get Fit For Ski</h2><a class='inline' href='https://www.gov.uk/government/news/get-fit-for-ski' target='_blank'>Link to page</a><h4>Move from: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><h4>Move to: <p class='tab'>Going and being abroad > Travel abroad</p></h4><a class='tab' target='_blank' href='https://content-tagger.staging.publishing.service.gov.uk/taxons/d96e4efc-9c26-4d9b-9fa7-a036b5c11a65/tagged_content'>Other content tagged to it</a><h4>Currently tagged to</h4><p class='tab'>Going and being abroad > British nationals overseas</p><h4>Description</h4><p>Make sure you are physically fit and prepared for your skiing holiday, otherwise you risk injury.</p><h4>Body</h4><p><div class=""govspeak""><p>New research reveals that a third of people taking their first winter sports holiday risk serious injury because they are not sufficiently in shape when they hit the slopes.</p><br/><br/><p>The research also reveals that two out of five winter sports enthusiasts have injured themselves at least once, highlighting the importance of getting in shape and warming up properly before skiing or snowboarding. Of those who had injured themselves</p><br/><br/><ul><br/>  <li>31% suffered a significant injury such as a leg break or muscle tear</li><br/>  <li>73% of injuries were caused by a fall</li><br/>  <li>20% of injuries were caused by colliding with someone else on the slope</li><br/>  <li>38% of those surveyed also risked serious head injuries by not wearing a helmet <br/>The risk of winter sports injuries climbs steadily with age; 70% of those aged 65-74 have suffered some form of injury.</li><br/></ul><br/><br/><p>To help holidaymakers stay safe, the FCO and the <a rel=""external"" href=""http://www.abta.com/home"">Association of British Travel Agents</a> (ABTA) have produced a <a rel=""external"" href=""http://www.fco.gov.uk/resources/en/pdf/travel-living-abroad/your-trip/winter-sports-checklist.pdf"">Winter Sports Checklist [PDF 380kb]</a>, which contains guidance and advice.</p><br/><br/><p>ABTA has also produced a leaflet - <a rel=""external"" href=""http://www.abta.com/filegrab/?ref=524&amp;f=113587-abta-hs-leaflet-final-lr.pdf"">How to have a safe and healthy holiday in the snow [PDF 308kb]</a>.</p><br/><br/><p><strong>Insurance</strong></p><br/><br/><p>ABTA research also found that a third of winter sports holidaymakers do not take out travel insurance that includes specific winter sports cover. This, combined with people not physically preparing, suggests that a significant number of holidaymakers risk sky high medical bills if they injure themselves on the slopes.</p><br/><br/><p>“We strongly advise anyone going on a winter sports holiday to ensure their travel insurance policy covers them for all winter sports activities,” said Lynda St Cooke of the FCO. “We see many cases where British nationals have ended up with massive debts at the end of their holiday because their policy didn’t cover them for what they were doing.”</p><br/><br/><p>“It’s important to have an up to date <a rel=""external"" href=""http://www.fco.gov.uk/en/travel-and-living-abroad/staying-safe/travel-insurance/ehic"">European Health Insurance Card</a> (EHIC) as well as comprehensive travel insurance and to read the small print,” she continued, “as most insurance policies will not cover you if, for example, you ski off-piste or have an accident under the influence of alcohol.”</p><br/></div></p>",
/government/news/olympic-roundup-sunday-29-july,Should this be retagged from its current taxon to this suggested one?,"<h2 class='inline'>Olympic Roundup - Sunday 29 July</h2><a class='inline' href='https://www.gov.uk/government/news/olympic-roundup-sunday-29-july' target='_blank'>Link to page</a><h4>Move from: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><h4>Move to: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><a class='tab' target='_blank' href='https://content-tagger.staging.publishing.service.gov.uk/taxons/3dbeb4a3-33c0-4bda-bd21-b721b0f8736f/tagged_content'>Other content tagged to it</a><h4>Currently tagged to</h4><p class='tab'>Going and being abroad > British nationals overseas</p><h4>Description</h4><p>Today's look at Foreign Office activity and the events taking place in and around the London 2012 Olympic Games.</p><h4>Body</h4><p><div class=""govspeak""><ul><br/>  <li><br/><strong>Foreign Office Minister Alistair Burt</strong> <a rel=""external"" href=""http://www.fco.gov.uk/en/news/latest-news/?view=News&amp;id=794497282"">attended the football match between the teams of Great Britain and the United Arab Emirates</a>.<br/>    <ul><br/>      <li><br/><strong>Minister for Europe David Lidington</strong> attended the Judo at the ExCel Centre with President Atifete Jahjaga and Prime Minister Hashim Thaci of Kosovo.</li><br/>      <li>Today marked <a rel=""external"" href=""http://goc2012.culture.gov.uk/2012/07/one-month-until-paralympic-games/"">1 month to go until the start of the Paralympics</a>.</li><br/>    </ul><br/>  </li><br/></ul><br/></div></p>",
/government/news/pakistan-plane-crash,Should this be retagged from its current taxon to this suggested one?,"<h2 class='inline'>Pakistan plane crash</h2><a class='inline' href='https://www.gov.uk/government/news/pakistan-plane-crash' target='_blank'>Link to page</a><h4>Move from: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><h4>Move to: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><a class='tab' target='_blank' href='https://content-tagger.staging.publishing.service.gov.uk/taxons/3dbeb4a3-33c0-4bda-bd21-b721b0f8736f/tagged_content'>Other content tagged to it</a><h4>Currently tagged to</h4><p class='tab'>Going and being abroad > British nationals overseas</p><h4>Description</h4><p>British High Commissioner for Pakistan expresses condolences to families and friends of victims.</p><h4>Body</h4><p><div class=""govspeak""><p>Adam Thomson CMG has made a statement following today’s crash of a passenger plane near the capital Islamabad:</p><br/><br/><p>“On behalf of the British Government, I wish to express our deep sympathy and condolences for the vast loss of life incurred in today’s air crash in Pakistan.</p><br/><br/><p>Our thoughts and prayers go out to the families and friends of the victims of this unprecedented disaster.”</p><br/></div></p>",
/government/news/olympic-roundup-saturday-4-sunday-5-august,Should this be retagged from its current taxon to this suggested one?,"<h2 class='inline'>Olympic Roundup - Saturday 4 & Sunday 5 August</h2><a class='inline' href='https://www.gov.uk/government/news/olympic-roundup-saturday-4-sunday-5-august' target='_blank'>Link to page</a><h4>Move from: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><h4>Move to: <p class='tab'>Going and being abroad > British nationals overseas</p></h4><a class='tab' target='_blank' href='https://content-tagger.staging.publishing.service.gov.uk/taxons/3dbeb4a3-33c0-4bda-bd21-b721b0f8736f/tagged_content'>Other content tagged to it</a><h4>Currently tagged to</h4><p class='tab'>Going and being abroad > British nationals overseas</p><h4>Description</h4><p>A look at Foreign Office activity and the events taking place in and around the London 2012 Olympic Games.</p><h4>Body</h4><p><div class=""govspeak""><p>Minister for North America <a rel=""external"" href=""http://www.fco.gov.uk/resources/en/news/708321882/August/Burt-Canada"">Alistair Burt discussed trade with Canadian Trade Minister Ed Fast</a> when they attended the Olympic Gymnastics today</p><br/></div></p>",
/government/statistics/ips-performance-data-2010-to-2011,Should this be retagged from its current taxon to this suggested one?,"<h2 class='inline'>IPS performance data 2010 to 2011</h2><a class='inline' href='https://www.gov.uk/government/statistics/ips-performance-data-2010-to-2011' target='_blank'>Link to page</a><h4>Move from: <p class='tab'>Going and being abroad > Passports</p></h4><h4>Move to: <p class='tab'>Going and being abroad > Passports</p></h4><a class='tab' target='_blank' href='https://content-tagger.staging.publishing.service.gov.uk/taxons/27b9c5cd-b390-4332-89be-73491df35a41/tagged_content'>Other content tagged to it</a><h4>Currently tagged to</h4><p class='tab'>Going and being abroad > Passports</p><h4>Description</h4><p>IPS performance data for the 2010-11 financial year.</p><h4>Body</h4><p><div class=""govspeak""><p>The tables below show IPS’ performance against its key performance indicators (KPIs).</p><br/></div></p>",
/government/statistics/ips-performance-data-2009-to-2010,Should this be retagged from its current taxon to this suggested one?,"<h2 class='inline'>IPS performance data 2009 to 2010</h2><a class='inline' href='https://www.gov.uk/government/statistics/ips-performance-data-2009-to-2010' target='_blank'>Link to page</a><h4>Move from: <p class='tab'>Going and being abroad > Passports</p></h4><h4>Move to: <p class='tab'>Going and being abroad > Passports</p></h4><a class='tab' target='_blank' href='https://content-tagger.staging.publishing.service.gov.uk/taxons/27b9c5cd-b390-4332-89be-73491df35a41/tagged_content'>Other content tagged to it</a><h4>Currently tagged to</h4><p class='tab'>Going and being abroad > Passports</p><h4>Description</h4><p>IPS performance data for the 2009 to 2010 financial year.</p><h4>Body</h4><p><div class=""govspeak""><p>The tables show IPS’ performance against its Key Performance Indicators (KPIs).</p><br/></div></p>",
